;ensembl_gene_id_version;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;AD3_5.1;AD3_5.2;AD3_5.3;840_5.1;840_5.2;840_5.3;AD2_5.1;AD2_5.2;AD2_5.3;external_gene_name;gene_biotype
1;ENSG00000001167.14;1162.369449;-0.020645514;0.121121166;14.98266956;0.000557898;0.003435928;809.9133283;1154.794281;1150.002778;1026.827453;1015.499389;1062.038135;1403.747048;1453.936837;1384.565792;NFYA;protein_coding
2;ENSG00000001617.12;945.9041802;-0.114924698;0.129768336;30.54383858;2.33E-07;3.80E-06;1375.827451;1021.461869;1061.372687;954.8535661;1107.929552;1018.02783;751.9739021;659.3837501;562.3070128;SEMA3F;protein_coding
3;ENSG00000002834.18;2989.241081;-0.209714858;0.094491811;17.24403304;0.000180097;0.001334669;2630.680507;3102.803421;3204.907836;2709.645475;2478.360767;2494.689359;3597.86268;3288.25405;3395.965631;LASP1;protein_coding
4;ENSG00000003096.14;496.4738172;0.108256508;0.137378254;41.18803273;1.14E-09;2.75E-08;277.8310278;436.1551787;388.4405196;397.5700419;395.6010971;455.1592006;755.7197248;674.1137419;687.6738222;KLHL13;protein_coding
5;ENSG00000003137.8;15.43675512;-0.317889294;0.199935467;12.69974806;0.001746967;0.008799624;31.78140909;20.33884253;22.97817158;15.76570856;12.32402172;10.42349314;7.491645351;9.531171158;8.296332975;CYP26B1;protein_coding
6;ENSG00000003147.19;86.22935267;0.264495652;0.156003419;29.71200409;3.53E-07;5.54E-06;101.4954677;91.52479138;88.63009039;102.1343728;104.7541846;130.8727472;49.63215045;56.32055684;50.69981263;ICA1;protein_coding
7;ENSG00000003249.13;508.6473844;0.30836189;0.135633155;56.06167559;6.70E-13;2.40E-11;702.2666201;464.4035711;485.8241992;724.537128;658.1027596;656.680068;301.5387254;302.3980667;282.0753212;DBNDD1;protein_coding
8;ENSG00000003393.15;1882.724811;-0.026954374;0.108795835;18.05252946;0.000120211;0.000946177;1387.104726;1880.212998;1821.840747;1695.156403;1671.137345;1666.600737;2230.637403;2304.81048;2287.022457;ALS2;protein_coding
9;ENSG00000003402.20;289.5440788;0.692990595;0.12830659;34.16185202;3.82E-08;7.22E-07;202.9909355;176.2699686;212.2745375;360.5549;362.3262384;319.6537897;302.475181;373.4486154;295.9025428;CFLAR;protein_coding
10;ENSG00000003436.16;548.9084525;-0.48554681;0.117103264;92.77293576;7.16E-21;5.25E-19;485.947997;506.2111918;486.9183978;326.2816206;416.551934;301.1231352;811.9070649;773.757804;831.4769271;TFPI;protein_coding
